date,data_or_inferred,incarcerated_total,incarcerated_white,incarcerated_black,incarcerated_hispanic,incarcerated_amerind,incarcerated_asian,incarcerated_other,incarcerated_unknown,incarcerated_nonwhite,state,url
2003-09-01,inferred race counts,33685.0,11257,20457.0,,623.0,101.0,1096.0,151.0,22428.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2003-10-01,inferred race counts,33744.0,11305,20455.0,,626.0,103.0,1096.0,159.0,22439.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2003-11-01,inferred race counts,33795.0,11351,20452.0,,627.0,104.0,1094.0,167.0,22444.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2003-12-01,inferred race counts,33846.0,11397,20449.0,,628.0,105.0,1092.0,175.0,22449.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2004-01-01,raw data,33911.0,11447,20447.0,,632.0,108.0,1092.0,185.0,22464.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2004-02-01,inferred race counts,34122.0,11529,20559.0,,636.0,107.0,1094.0,197.0,22593.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2004-03-01,inferred race counts,34333.0,11611,20671.0,,640.0,106.0,1096.0,209.0,22722.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2004-04-01,inferred race counts,34554.0,11694,20785.0,,646.0,107.0,1100.0,222.0,22860.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2004-05-01,inferred race counts,34767.0,11776,20898.0,,650.0,106.0,1103.0,234.0,22991.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2004-06-01,inferred race counts,34980.0,11858,21011.0,,654.0,105.0,1106.0,246.0,23122.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2004-07-01,raw data,35205.0,11942,21124.0,,661.0,107.0,1110.0,261.0,23263.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2004-08-01,inferred race counts,35291.0,11995,21142.0,,668.0,107.0,1112.0,267.0,23296.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2004-09-01,inferred race counts,35377.0,12048,21160.0,,675.0,107.0,1114.0,273.0,23329.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2004-10-01,inferred race counts,35477.0,12104,21181.0,,683.0,109.0,1119.0,281.0,23373.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2004-11-01,inferred race counts,35566.0,12158,21200.0,,690.0,110.0,1121.0,287.0,23408.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2004-12-01,inferred race counts,35655.0,12212,21219.0,,697.0,111.0,1123.0,293.0,23443.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2005-01-01,raw data,35756.0,12267,21240.0,,706.0,113.0,1128.0,302.0,23489.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2005-02-01,inferred race counts,35901.0,12338,21292.0,,712.0,111.0,1142.0,306.0,23563.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2005-03-01,inferred race counts,36046.0,12409,21344.0,,718.0,109.0,1156.0,310.0,23637.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2005-04-01,inferred race counts,36205.0,12484,21399.0,,725.0,110.0,1171.0,316.0,23721.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2005-05-01,inferred race counts,36352.0,12556,21451.0,,731.0,109.0,1185.0,320.0,23796.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2005-06-01,inferred race counts,36499.0,12628,21503.0,,737.0,108.0,1199.0,324.0,23871.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2005-07-01,raw data,36663.0,12702,21563.0,,745.0,108.0,1214.0,331.0,23961.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2005-08-01,inferred race counts,36648.0,12710,21530.0,,746.0,108.0,1228.0,326.0,23938.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2005-09-01,inferred race counts,36637.0,12718,21501.0,,747.0,108.0,1242.0,321.0,23919.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2005-10-01,inferred race counts,36636.0,12727,21475.0,,752.0,108.0,1258.0,316.0,23909.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2005-11-01,inferred race counts,36627.0,12735,21447.0,,753.0,108.0,1273.0,311.0,23892.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2005-12-01,inferred race counts,36618.0,12743,21419.0,,754.0,108.0,1288.0,306.0,23875.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2006-01-01,raw data,36620.0,12754,21392.0,,759.0,110.0,1303.0,302.0,23866.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2006-02-01,inferred race counts,36756.0,12816,21458.0,,757.0,110.0,1311.0,304.0,23940.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2006-03-01,inferred race counts,36892.0,12878,21524.0,,755.0,110.0,1319.0,306.0,24014.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2006-04-01,inferred race counts,37039.0,12943,21590.0,,757.0,110.0,1329.0,310.0,24096.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2006-05-01,inferred race counts,37177.0,13005,21656.0,,756.0,110.0,1338.0,312.0,24172.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2006-06-01,inferred race counts,37315.0,13067,21722.0,,755.0,110.0,1347.0,314.0,24248.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2006-07-01,raw data,37467.0,13133,21792.0,,757.0,110.0,1357.0,318.0,24334.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2006-08-01,inferred race counts,37503.0,13151,21803.0,,754.0,108.0,1357.0,330.0,24352.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2006-09-01,inferred race counts,37542.0,13169,21816.0,,752.0,106.0,1357.0,342.0,24373.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2006-10-01,inferred race counts,37593.0,13190,21833.0,,751.0,104.0,1359.0,356.0,24403.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2006-11-01,inferred race counts,37633.0,13208,21846.0,,749.0,102.0,1359.0,369.0,24425.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2006-12-01,inferred race counts,37673.0,13226,21859.0,,747.0,100.0,1359.0,382.0,24447.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2007-01-01,raw data,37725.0,13247,21876.0,,746.0,99.0,1361.0,396.0,24478.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2007-02-01,inferred race counts,37837.0,13297,21924.0,,748.0,98.0,1365.0,405.0,24540.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2007-03-01,inferred race counts,37949.0,13347,21972.0,,750.0,97.0,1369.0,414.0,24602.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2007-04-01,inferred race counts,38072.0,13400,22023.0,,753.0,97.0,1375.0,424.0,24672.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2007-05-01,inferred race counts,38185.0,13451,22071.0,,755.0,96.0,1379.0,433.0,24734.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2007-06-01,inferred race counts,38298.0,13502,22119.0,,757.0,95.0,1383.0,442.0,24796.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2007-07-01,raw data,38423.0,13555,22171.0,,760.0,95.0,1390.0,452.0,24868.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2007-08-01,inferred race counts,38387.0,13523,22150.0,,760.0,96.0,1398.0,460.0,24864.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2007-09-01,inferred race counts,38351.0,13491,22129.0,,760.0,97.0,1406.0,468.0,24860.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2007-10-01,inferred race counts,38328.0,13461,22109.0,,762.0,99.0,1418.0,479.0,24867.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2007-11-01,inferred race counts,38294.0,13429,22088.0,,762.0,100.0,1428.0,487.0,24865.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2007-12-01,inferred race counts,38260.0,13397,22067.0,,762.0,101.0,1438.0,495.0,24863.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2008-01-01,raw data,38241.0,13367,22049.0,,766.0,104.0,1448.0,507.0,24874.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2008-02-01,inferred race counts,38417.0,13452,22118.0,,771.0,104.0,1469.0,503.0,24965.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2008-03-01,inferred race counts,38593.0,13537,22187.0,,776.0,104.0,1490.0,499.0,25056.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2008-04-01,inferred race counts,38782.0,13623,22258.0,,784.0,106.0,1512.0,499.0,25159.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2008-05-01,inferred race counts,38958.0,13708,22327.0,,789.0,106.0,1533.0,495.0,25250.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2008-06-01,inferred race counts,39134.0,13793,22396.0,,794.0,106.0,1554.0,491.0,25341.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2008-07-01,raw data,39326.0,13880,22467.0,,802.0,110.0,1576.0,491.0,25446.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2008-08-01,inferred race counts,39391.0,13895,22515.0,,800.0,110.0,1582.0,489.0,25496.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2008-09-01,inferred race counts,39456.0,13910,22563.0,,798.0,110.0,1588.0,487.0,25546.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2008-10-01,inferred race counts,39534.0,13925,22615.0,,798.0,113.0,1596.0,487.0,25609.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2008-11-01,inferred race counts,39602.0,13940,22665.0,,796.0,114.0,1602.0,485.0,25662.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2008-12-01,inferred race counts,39670.0,13955,22715.0,,794.0,115.0,1608.0,483.0,25715.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2009-01-01,raw data,39746.0,13970,22765.0,,794.0,118.0,1616.0,483.0,25776.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2009-02-01,inferred race counts,39917.0,14051,22851.0,,792.0,117.0,1630.0,476.0,25866.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2009-03-01,inferred race counts,40088.0,14132,22937.0,,790.0,116.0,1644.0,469.0,25956.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2009-04-01,inferred race counts,40275.0,14216,23024.0,,790.0,119.0,1660.0,466.0,26059.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2009-05-01,inferred race counts,40449.0,14298,23110.0,,788.0,119.0,1674.0,460.0,26151.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2009-06-01,inferred race counts,40623.0,14380,23196.0,,786.0,119.0,1688.0,454.0,26243.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2009-07-01,raw data,40824.0,14471,23291.0,,786.0,121.0,1704.0,451.0,26353.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2009-08-01,inferred race counts,40691.0,14410,23222.0,,781.0,120.0,1722.0,436.0,26281.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2009-09-01,inferred race counts,40574.0,14357,23160.0,,776.0,119.0,1740.0,422.0,26217.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2009-10-01,inferred race counts,40468.0,14305,23100.0,,772.0,119.0,1760.0,412.0,26163.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2009-11-01,inferred race counts,40353.0,14252,23039.0,,767.0,118.0,1779.0,398.0,26101.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2009-12-01,inferred race counts,40238.0,14199,22978.0,,762.0,117.0,1798.0,384.0,26039.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2010-01-01,raw data,40133.0,14148,22918.0,,758.0,118.0,1817.0,374.0,25985.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2010-02-01,inferred race counts,40124.0,14145,22928.0,,753.0,116.0,1816.0,366.0,25979.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2010-03-01,inferred race counts,40115.0,14142,22938.0,,748.0,114.0,1815.0,358.0,25973.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2010-04-01,inferred race counts,40115.0,14143,22950.0,,745.0,112.0,1814.0,351.0,25972.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2010-05-01,inferred race counts,40107.0,14140,22961.0,,740.0,110.0,1813.0,343.0,25967.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2010-06-01,inferred race counts,40099.0,14137,22972.0,,735.0,108.0,1812.0,335.0,25962.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2010-07-01,raw data,40102.0,14138,22983.0,,732.0,106.0,1813.0,330.0,25964.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2010-08-01,inferred race counts,40143.0,14151,22991.0,,738.0,106.0,1835.0,322.0,25992.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2010-09-01,inferred race counts,40184.0,14164,22999.0,,744.0,106.0,1857.0,314.0,26020.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2010-10-01,inferred race counts,40236.0,14179,23010.0,,751.0,106.0,1880.0,310.0,26057.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2010-11-01,inferred race counts,40278.0,14192,23018.0,,757.0,106.0,1902.0,303.0,26086.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2010-12-01,inferred race counts,40320.0,14205,23026.0,,763.0,106.0,1924.0,296.0,26115.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2011-01-01,raw data,40379.0,14222,23038.0,,771.0,108.0,1949.0,291.0,26157.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2011-02-01,inferred race counts,40482.0,14265,23089.0,,778.0,108.0,1957.0,285.0,26217.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2011-03-01,inferred race counts,40585.0,14308,23140.0,,785.0,108.0,1965.0,279.0,26277.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2011-04-01,inferred race counts,40701.0,14353,23191.0,,795.0,110.0,1975.0,277.0,26348.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2011-05-01,inferred race counts,40806.0,14396,23242.0,,803.0,110.0,1983.0,272.0,26410.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2011-06-01,inferred race counts,40911.0,14439,23293.0,,811.0,110.0,1991.0,267.0,26472.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2011-07-01,raw data,41030.0,14485,23345.0,,820.0,113.0,2003.0,264.0,26545.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2011-08-01,inferred race counts,40801.0,14405,23208.0,,821.0,114.0,1993.0,260.0,26396.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2011-09-01,inferred race counts,40572.0,14325,23071.0,,822.0,115.0,1983.0,256.0,26247.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2011-10-01,inferred race counts,40351.0,14245,22937.0,,825.0,116.0,1975.0,253.0,26106.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2011-11-01,inferred race counts,40123.0,14165,22801.0,,826.0,117.0,1965.0,249.0,25958.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2011-12-01,inferred race counts,39895.0,14085,22665.0,,827.0,118.0,1955.0,245.0,25810.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2012-01-01,raw data,39678.0,14006,22530.0,,831.0,120.0,1948.0,243.0,25672.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2012-02-01,inferred race counts,39458.0,13958,22375.0,,828.0,119.0,1940.0,238.0,25500.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2012-03-01,inferred race counts,39238.0,13910,22220.0,,825.0,118.0,1932.0,233.0,25328.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2012-04-01,inferred race counts,39029.0,13864,22067.0,,824.0,118.0,1924.0,232.0,25165.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2012-05-01,inferred race counts,38811.0,13816,21912.0,,821.0,117.0,1916.0,229.0,24995.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2012-06-01,inferred race counts,38593.0,13768,21757.0,,818.0,116.0,1908.0,226.0,24825.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2012-07-01,raw data,38385.0,13723,21604.0,,817.0,117.0,1901.0,223.0,24662.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2012-08-01,inferred race counts,38212.0,13690,21483.0,,812.0,114.0,1893.0,220.0,24522.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2012-09-01,inferred race counts,38039.0,13657,21362.0,,807.0,111.0,1885.0,217.0,24382.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2012-10-01,inferred race counts,37880.0,13627,21243.0,,805.0,110.0,1879.0,216.0,24253.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2012-11-01,inferred race counts,37712.0,13595,21122.0,,801.0,108.0,1872.0,214.0,24117.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2012-12-01,inferred race counts,37544.0,13563,21001.0,,797.0,106.0,1865.0,212.0,23981.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2013-01-01,raw data,37383.0,13532,20883.0,,794.0,105.0,1859.0,210.0,23851.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2013-02-01,inferred race counts,37391.0,13563,20873.0,,795.0,105.0,1849.0,206.0,23828.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2013-03-01,inferred race counts,37399.0,13594,20863.0,,796.0,105.0,1839.0,202.0,23805.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2013-04-01,inferred race counts,37424.0,13629,20855.0,,801.0,108.0,1830.0,201.0,23795.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2013-05-01,inferred race counts,37435.0,13661,20846.0,,802.0,108.0,1820.0,198.0,23774.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2013-06-01,inferred race counts,37446.0,13693,20837.0,,803.0,108.0,1810.0,195.0,23753.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2013-07-01,raw data,37469.0,13727,20828.0,,808.0,111.0,1801.0,194.0,23742.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2013-08-01,inferred race counts,37419.0,13761,20752.0,,806.0,109.0,1799.0,192.0,23658.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2013-09-01,inferred race counts,37369.0,13795,20676.0,,804.0,107.0,1797.0,190.0,23574.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2013-10-01,inferred race counts,37328.0,13830,20603.0,,803.0,107.0,1795.0,190.0,23498.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2013-11-01,inferred race counts,37278.0,13864,20527.0,,801.0,105.0,1793.0,188.0,23414.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2013-12-01,inferred race counts,37228.0,13898,20451.0,,799.0,103.0,1791.0,186.0,23330.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2014-01-01,raw data,37192.0,13935,20378.0,,798.0,103.0,1791.0,187.0,23257.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2014-02-01,inferred race counts,37267.0,13985,20397.0,,801.0,104.0,1795.0,185.0,23282.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2014-03-01,inferred race counts,37342.0,14035,20416.0,,804.0,105.0,1799.0,183.0,23307.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2014-04-01,inferred race counts,37427.0,14086,20437.0,,810.0,106.0,1805.0,183.0,23341.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2014-05-01,inferred race counts,37502.0,14136,20456.0,,813.0,107.0,1809.0,181.0,23366.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2014-06-01,inferred race counts,37577.0,14186,20475.0,,816.0,108.0,1813.0,179.0,23391.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2014-07-01,raw data,37665.0,14239,20497.0,,822.0,109.0,1819.0,179.0,23426.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2014-08-01,inferred race counts,37609.0,14243,20440.0,,821.0,109.0,1818.0,178.0,23366.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2014-09-01,inferred race counts,37553.0,14247,20383.0,,820.0,109.0,1817.0,177.0,23306.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2014-10-01,inferred race counts,37508.0,14253,20330.0,,819.0,109.0,1820.0,177.0,23255.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2014-11-01,inferred race counts,37455.0,14258,20274.0,,818.0,109.0,1820.0,176.0,23197.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2014-12-01,inferred race counts,37402.0,14263,20218.0,,817.0,109.0,1820.0,175.0,23139.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2015-01-01,raw data,37358.0,14269,20164.0,,817.0,110.0,1822.0,176.0,23089.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2015-02-01,inferred race counts,37427.0,14321,20180.0,,821.0,110.0,1821.0,174.0,23106.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2015-03-01,inferred race counts,37496.0,14373,20196.0,,825.0,110.0,1820.0,172.0,23123.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2015-04-01,inferred race counts,37573.0,14426,20214.0,,829.0,112.0,1821.0,171.0,23147.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2015-05-01,inferred race counts,37642.0,14478,20230.0,,833.0,112.0,1820.0,169.0,23164.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2015-06-01,inferred race counts,37711.0,14530,20246.0,,837.0,112.0,1819.0,167.0,23181.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2015-07-01,raw data,37794.0,14585,20264.0,,841.0,115.0,1822.0,167.0,23209.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2015-08-01,inferred race counts,37702.0,14588,20180.0,,838.0,114.0,1819.0,163.0,23114.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2015-09-01,inferred race counts,37610.0,14591,20096.0,,835.0,113.0,1816.0,159.0,23019.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2015-10-01,inferred race counts,37535.0,14598,20015.0,,835.0,114.0,1815.0,158.0,22937.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2015-11-01,inferred race counts,37447.0,14602,19931.0,,833.0,113.0,1813.0,155.0,22845.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2015-12-01,inferred race counts,37359.0,14606,19847.0,,831.0,112.0,1811.0,152.0,22753.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2016-01-01,raw data,37282.0,14612,19767.0,,830.0,113.0,1809.0,151.0,22670.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2016-02-01,inferred race counts,37304.0,14631,19770.0,,830.0,111.0,1810.0,152.0,22673.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2016-03-01,inferred race counts,37326.0,14650,19773.0,,830.0,109.0,1811.0,153.0,22676.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2016-04-01,inferred race counts,37357.0,14671,19778.0,,832.0,107.0,1814.0,155.0,22686.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2016-05-01,inferred race counts,37381.0,14690,19782.0,,832.0,105.0,1816.0,156.0,22691.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2016-06-01,inferred race counts,37405.0,14709,19786.0,,832.0,103.0,1818.0,157.0,22696.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2016-07-01,raw data,37440.0,14731,19791.0,,834.0,103.0,1820.0,161.0,22709.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2016-08-01,inferred race counts,37269.0,14670,19703.0,,827.0,102.0,1808.0,159.0,22599.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2016-09-01,inferred race counts,37098.0,14609,19615.0,,820.0,101.0,1796.0,157.0,22489.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2016-10-01,inferred race counts,36937.0,14548,19528.0,,816.0,103.0,1785.0,157.0,22389.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2016-11-01,inferred race counts,36769.0,14487,19440.0,,810.0,103.0,1773.0,156.0,22282.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2016-12-01,inferred race counts,36601.0,14426,19352.0,,804.0,103.0,1761.0,155.0,22175.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2017-01-01,raw data,36442.0,14366,19266.0,,799.0,104.0,1752.0,155.0,22076.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2017-02-01,inferred race counts,36612.0,14462,19322.0,,805.0,104.0,1764.0,155.0,22150.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2017-03-01,inferred race counts,36782.0,14558,19378.0,,811.0,104.0,1776.0,155.0,22224.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
2017-04-01,inferred race counts,36962.0,14654,19438.0,,819.0,104.0,1790.0,157.0,22308.0,North Carolina,https://webapps.doc.state.nc.us/apps/asqExt/ASQ
