date,admissions_total,admissions_white,admissions_black,admissions_hispanic,admissions_amerind,admissions_asian,admissions_other,releases_total,releases_white,releases_black,releases_hispanic,releases_amerind,releases_asian,releases_other,state
2018-06-01,779,437,287,0.0,44.0,9.0,0.0,772,446,271,0.0,45.0,9.0,0.0,Wisconsin
2018-07-01,779,437,287,0.0,44.0,9.0,0.0,772,446,271,0.0,45.0,9.0,0.0,Wisconsin
2018-08-01,779,437,287,0.0,44.0,9.0,0.0,772,446,271,0.0,45.0,9.0,0.0,Wisconsin
2018-09-01,779,437,287,0.0,44.0,9.0,0.0,772,446,271,0.0,45.0,9.0,0.0,Wisconsin
2018-10-01,779,437,287,0.0,44.0,9.0,0.0,772,446,271,0.0,45.0,9.0,0.0,Wisconsin
2018-11-01,779,437,287,0.0,44.0,9.0,0.0,772,446,271,0.0,45.0,9.0,0.0,Wisconsin
2018-12-01,779,437,287,0.0,44.0,9.0,0.0,772,446,271,0.0,45.0,9.0,0.0,Wisconsin
2019-01-01,772,432,279,0.0,49.0,11.0,0.0,778,435,283,0.0,48.0,10.0,0.0,Wisconsin
2019-02-01,772,432,279,0.0,49.0,11.0,0.0,778,435,283,0.0,48.0,10.0,0.0,Wisconsin
2019-03-01,772,432,279,0.0,49.0,11.0,0.0,778,435,283,0.0,48.0,10.0,0.0,Wisconsin
2019-04-01,772,432,279,0.0,49.0,11.0,0.0,778,435,283,0.0,48.0,10.0,0.0,Wisconsin
2019-05-01,772,432,279,0.0,49.0,11.0,0.0,778,435,283,0.0,48.0,10.0,0.0,Wisconsin
2019-06-01,772,432,279,0.0,49.0,11.0,0.0,778,435,283,0.0,48.0,10.0,0.0,Wisconsin
2019-07-01,772,432,279,0.0,49.0,11.0,0.0,778,435,283,0.0,48.0,10.0,0.0,Wisconsin
2019-08-01,772,432,279,0.0,49.0,11.0,0.0,778,435,283,0.0,48.0,10.0,0.0,Wisconsin
2019-09-01,772,432,279,0.0,49.0,11.0,0.0,778,435,283,0.0,48.0,10.0,0.0,Wisconsin
2019-10-01,772,432,279,0.0,49.0,11.0,0.0,778,435,283,0.0,48.0,10.0,0.0,Wisconsin
2019-11-01,772,432,279,0.0,49.0,11.0,0.0,778,435,283,0.0,48.0,10.0,0.0,Wisconsin
2019-12-01,772,432,279,0.0,49.0,11.0,0.0,778,435,283,0.0,48.0,10.0,0.0,Wisconsin
2020-01-01,710,386,269,0.0,45.0,9.0,0.0,848,492,281,0.0,66.0,11.0,0.0,Wisconsin
2020-02-01,687,373,260,0.0,44.0,8.0,0.0,847,491,281,0.0,64.0,11.0,0.0,Wisconsin
2020-03-01,665,361,252,0.0,42.0,8.0,0.0,847,491,281,0.0,64.0,11.0,0.0,Wisconsin
2020-04-01,68,38,26,0.0,6.0,2.0,1.0,847,491,281,0.0,64.0,11.0,0.0,Wisconsin
2020-05-01,42,15,27,0.0,0.0,0.0,0.0,581,334,211,0.0,29.0,7.0,0.0,Wisconsin
2020-06-01,390,237,115,0.0,32.0,6.0,0.0,831,475,301,0.0,42.0,12.0,1.0,Wisconsin
2020-07-01,716,409,238,0.0,52.0,14.0,3.0,686,361,278,0.0,38.0,8.0,1.0,Wisconsin
2020-08-01,568,333,192,0.0,37.0,5.0,1.0,603,327,237,0.0,33.0,5.0,1.0,Wisconsin
2020-09-01,481,253,184,0.0,38.0,6.0,0.0,795,420,307,0.0,57.0,10.0,1.0,Wisconsin
2020-10-01,540,292,202,0.0,36.0,10.0,0.0,692,396,254,0.0,39.0,3.0,0.0,Wisconsin
2020-11-01,238,124,94,0.0,15.0,5.0,0.0,597,299,262,0.0,28.0,8.0,0.0,Wisconsin
2020-12-01,291,181,78,0.0,30.0,2.0,0.0,720,392,279,0.0,43.0,6.0,0.0,Wisconsin
2021-01-01,282,137,122,0.0,19.0,4.0,0.0,516,275,200,0.0,31.0,10.0,0.0,Wisconsin
2021-02-01,281,146,111,0.0,22.0,2.0,0.0,552,306,213,0.0,28.0,5.0,0.0,Wisconsin
2021-03-01,510,278,161,0.0,65.0,6.0,0.0,665,340,275,0.0,35.0,15.0,0.0,Wisconsin
2021-04-01,545,287,203,0.0,52.0,3.0,0.0,551,293,218,0.0,32.0,8.0,0.0,Wisconsin
2021-05-01,529,242,223,0.0,49.0,14.0,1.0,567,307,215,0.0,34.0,11.0,0.0,Wisconsin
2021-06-01,610,352,212,0.0,40.0,6.0,0.0,619,315,246,0.0,48.0,10.0,0.0,Wisconsin
2021-07-01,716,385,261,0.0,59.0,11.0,0.0,511,266,201,0.0,34.0,10.0,0.0,Wisconsin
2021-08-01,843,458,327,0.0,48.0,10.0,0.0,618,311,258,0.0,43.0,5.0,1.0,Wisconsin
2021-09-01,836,456,302,0.0,64.0,14.0,0.0,521,272,206,0.0,35.0,8.0,0.0,Wisconsin
2021-10-01,611,357,217,0.0,30.0,7.0,0.0,544,282,225,0.0,27.0,9.0,1.0,Wisconsin
2021-11-01,525,294,184,0.0,35.0,11.0,1.0,652,333,278,0.0,32.0,8.0,1.0,Wisconsin
2021-12-01,484,280,165,0.0,32.0,7.0,0.0,582,298,246,0.0,32.0,6.0,0.0,Wisconsin
2022-01-01,484,266,177,0.0,37.0,4.0,0.0,560,304,212,0.0,37.0,6.0,1.0,Wisconsin
2022-02-01,549,309,190,0.0,43.0,7.0,0.0,604,314,247,0.0,38.0,5.0,0.0,Wisconsin
2022-03-01,621,345,207,0.0,60.0,9.0,0.0,570,308,223,0.0,33.0,6.0,0.0,Wisconsin
2022-04-01,582,312,216,0.0,49.0,5.0,0.0,510,269,207,0.0,29.0,5.0,0.0,Wisconsin
2022-05-01,640,352,239,0.0,43.0,5.0,1.0,600,319,240,0.0,31.0,9.0,1.0,Wisconsin
2022-06-01,603,331,214,0.0,50.0,8.0,0.0,486,240,195,0.0,42.0,9.0,0.0,Wisconsin
2022-07-01,582,319,216,0.0,38.0,9.0,0.0,556,272,231,0.0,42.0,11.0,0.0,Wisconsin
2022-08-01,595,304,210,0.0,72.0,8.0,1.0,521,299,185,0.0,31.0,6.0,0.0,Wisconsin
2015-01-01,216,195,19,0.0,0.0,0.0,2.0,243,208,29,0.0,0.0,0.0,6.0,West Virginia
2015-02-01,192,166,22,0.0,0.0,0.0,4.0,248,206,38,0.0,0.0,0.0,4.0,West Virginia
2015-03-01,227,190,31,0.0,0.0,0.0,6.0,252,208,36,1.0,0.0,0.0,7.0,West Virginia
2015-04-01,156,131,16,0.0,0.0,0.0,9.0,214,191,20,1.0,0.0,0.0,2.0,West Virginia
2015-05-01,227,196,27,0.0,0.0,1.0,3.0,298,248,43,0.0,0.0,0.0,7.0,West Virginia
2015-06-01,239,202,29,0.0,1.0,0.0,7.0,282,241,26,0.0,1.0,1.0,13.0,West Virginia
2015-07-01,211,173,30,0.0,0.0,0.0,8.0,337,293,34,0.0,0.0,0.0,10.0,West Virginia
2015-08-01,229,182,30,11.0,2.0,1.0,3.0,271,225,39,0.0,0.0,0.0,7.0,West Virginia
2015-09-01,191,164,26,0.0,0.0,0.0,1.0,251,211,32,0.0,0.0,0.0,8.0,West Virginia
2015-10-01,214,181,31,0.0,0.0,0.0,2.0,319,275,34,0.0,1.0,0.0,9.0,West Virginia
2015-11-01,176,143,31,0.0,0.0,0.0,2.0,245,213,26,1.0,0.0,0.0,5.0,West Virginia
2015-12-01,252,220,28,2.0,0.0,1.0,1.0,308,269,32,1.0,0.0,0.0,6.0,West Virginia
2016-01-01,229,197,27,1.0,1.0,1.0,2.0,217,186,27,0.0,1.0,0.0,3.0,West Virginia
2016-02-01,261,228,30,1.0,0.0,0.0,2.0,243,206,32,0.0,1.0,0.0,4.0,West Virginia
2016-03-01,292,254,32,2.0,1.0,0.0,3.0,294,249,37,1.0,0.0,0.0,7.0,West Virginia
2016-04-01,271,235,33,1.0,0.0,0.0,2.0,263,231,28,0.0,0.0,0.0,4.0,West Virginia
2016-05-01,279,238,37,1.0,1.0,0.0,2.0,252,211,39,0.0,0.0,0.0,2.0,West Virginia
2016-06-01,279,240,37,1.0,1.0,0.0,0.0,272,230,37,1.0,2.0,1.0,1.0,West Virginia
2016-07-01,281,240,37,3.0,0.0,0.0,1.0,254,223,24,2.0,0.0,1.0,4.0,West Virginia
2016-08-01,215,185,27,2.0,0.0,0.0,1.0,255,227,26,0.0,0.0,0.0,2.0,West Virginia
2016-09-01,262,223,31,1.0,0.0,1.0,6.0,288,256,27,2.0,2.0,0.0,1.0,West Virginia
2016-10-01,208,175,31,0.0,1.0,0.0,1.0,272,234,31,0.0,1.0,0.0,6.0,West Virginia
2016-11-01,185,170,15,0.0,0.0,0.0,0.0,247,219,26,0.0,1.0,0.0,1.0,West Virginia
2016-12-01,275,238,30,2.0,0.0,0.0,5.0,276,246,25,1.0,0.0,0.0,4.0,West Virginia
2017-01-01,244,217,22,1.0,1.0,1.0,2.0,236,208,24,1.0,0.0,0.0,3.0,West Virginia
2017-02-01,234,202,28,2.0,0.0,0.0,2.0,227,198,21,2.0,0.0,1.0,5.0,West Virginia
2017-03-01,302,262,35,2.0,0.0,0.0,3.0,287,246,37,0.0,1.0,0.0,3.0,West Virginia
2017-04-01,261,229,26,0.0,1.0,0.0,5.0,269,232,31,1.0,0.0,1.0,4.0,West Virginia
2017-05-01,259,232,24,0.0,0.0,1.0,2.0,310,274,30,1.0,3.0,0.0,2.0,West Virginia
2017-06-01,299,260,34,1.0,0.0,1.0,3.0,249,218,25,1.0,0.0,0.0,5.0,West Virginia
2017-07-01,227,192,32,2.0,0.0,0.0,1.0,295,253,39,1.0,0.0,0.0,2.0,West Virginia
2017-08-01,307,264,38,3.0,0.0,0.0,2.0,304,258,44,0.0,0.0,0.0,2.0,West Virginia
2017-09-01,293,247,36,3.0,0.0,0.0,7.0,253,214,39,0.0,0.0,0.0,0.0,West Virginia
2017-10-01,226,193,28,4.0,0.0,0.0,1.0,245,209,32,0.0,0.0,0.0,4.0,West Virginia
2017-11-01,272,236,31,2.0,1.0,0.0,2.0,279,248,28,0.0,0.0,0.0,3.0,West Virginia
2017-12-01,296,254,37,3.0,0.0,1.0,1.0,292,259,31,0.0,0.0,1.0,1.0,West Virginia
2018-01-01,469,401,61,2.0,0.0,0.0,5.0,267,229,29,4.0,2.0,0.0,3.0,West Virginia
2018-02-01,394,353,38,0.0,1.0,1.0,1.0,279,234,39,2.0,0.0,0.0,4.0,West Virginia
2018-03-01,416,348,59,5.0,0.0,0.0,4.0,276,235,34,3.0,0.0,1.0,3.0,West Virginia
2018-04-01,367,309,54,0.0,0.0,1.0,3.0,305,255,41,4.0,0.0,2.0,3.0,West Virginia
2018-05-01,330,291,34,1.0,0.0,1.0,3.0,314,283,27,2.0,0.0,0.0,2.0,West Virginia
2018-06-01,311,260,42,2.0,0.0,0.0,7.0,286,252,31,2.0,0.0,0.0,1.0,West Virginia
2018-07-01,264,230,33,0.0,0.0,1.0,0.0,309,271,34,2.0,0.0,1.0,1.0,West Virginia
2018-08-01,285,237,40,1.0,1.0,1.0,5.0,355,299,47,4.0,0.0,0.0,5.0,West Virginia
2018-09-01,232,193,34,2.0,0.0,0.0,3.0,327,292,32,1.0,0.0,0.0,2.0,West Virginia
2018-10-01,563,480,73,6.0,2.0,0.0,2.0,367,315,48,1.0,1.0,1.0,1.0,West Virginia
2018-11-01,543,459,71,2.0,0.0,1.0,10.0,343,286,53,1.0,0.0,0.0,3.0,West Virginia
2018-12-01,414,361,53,0.0,0.0,0.0,0.0,360,314,41,0.0,0.0,1.0,4.0,West Virginia
2019-01-01,366,309,52,2.0,1.0,0.0,2.0,355,315,35,3.0,0.0,0.0,2.0,West Virginia
2019-02-01,283,247,34,2.0,0.0,0.0,0.0,328,278,42,2.0,0.0,0.0,6.0,West Virginia
2019-03-01,387,343,39,2.0,0.0,0.0,3.0,331,284,42,1.0,0.0,0.0,4.0,West Virginia
2019-04-01,314,277,31,3.0,0.0,1.0,2.0,344,286,50,3.0,1.0,1.0,3.0,West Virginia
2019-05-01,369,310,51,1.0,0.0,0.0,7.0,335,287,44,2.0,0.0,0.0,2.0,West Virginia
2019-06-01,309,267,39,0.0,0.0,0.0,3.0,286,250,31,1.0,1.0,2.0,1.0,West Virginia
2019-07-01,320,275,38,5.0,1.0,0.0,1.0,355,307,43,1.0,0.0,0.0,4.0,West Virginia
2019-08-01,321,280,36,2.0,0.0,0.0,3.0,256,220,34,0.0,0.0,0.0,2.0,West Virginia
2019-09-01,258,221,33,0.0,0.0,0.0,4.0,289,250,35,2.0,0.0,0.0,2.0,West Virginia
2019-10-01,435,387,47,0.0,0.0,0.0,1.0,340,296,41,1.0,0.0,0.0,2.0,West Virginia
2019-11-01,270,227,39,1.0,0.0,1.0,2.0,281,235,40,5.0,0.0,0.0,1.0,West Virginia
2019-12-01,262,232,25,3.0,0.0,1.0,1.0,268,238,29,0.0,0.0,0.0,1.0,West Virginia
2020-01-01,363,315,42,1.0,1.0,0.0,4.0,305,266,32,2.0,0.0,1.0,4.0,West Virginia
2020-02-01,290,246,40,0.0,1.0,0.0,3.0,265,224,35,1.0,0.0,2.0,3.0,West Virginia
2020-03-01,177,147,29,1.0,0.0,0.0,0.0,319,267,44,3.0,2.0,0.0,2.0,West Virginia
2020-04-01,1,1,0,0.0,0.0,0.0,0.0,370,329,38,0.0,0.0,1.0,2.0,West Virginia
2020-05-01,3,3,0,0.0,0.0,0.0,0.0,308,274,29,2.0,0.0,0.0,3.0,West Virginia
2020-06-01,1,1,0,0.0,0.0,0.0,0.0,325,285,38,0.0,1.0,0.0,1.0,West Virginia
2020-07-01,4,3,1,0.0,0.0,0.0,0.0,335,285,46,2.0,0.0,0.0,2.0,West Virginia
2020-08-01,138,117,14,2.0,0.0,1.0,4.0,225,202,21,2.0,0.0,0.0,0.0,West Virginia
2020-09-01,175,142,29,2.0,0.0,0.0,2.0,245,210,30,2.0,1.0,1.0,1.0,West Virginia
2020-10-01,156,132,22,0.0,0.0,0.0,2.0,247,221,21,1.0,0.0,0.0,4.0,West Virginia
2020-11-01,185,167,16,0.0,0.0,0.0,2.0,201,179,21,0.0,0.0,1.0,0.0,West Virginia
2020-12-01,7,5,2,0.0,0.0,0.0,0.0,197,167,27,1.0,0.0,0.0,2.0,West Virginia
2021-01-01,206,182,19,1.0,0.0,1.0,3.0,260,232,25,0.0,0.0,0.0,3.0,West Virginia
2021-02-01,116,96,18,2.0,0.0,0.0,0.0,208,185,22,0.0,0.0,0.0,1.0,West Virginia
2021-03-01,324,292,25,3.0,0.0,0.0,4.0,342,300,36,3.0,0.0,0.0,3.0,West Virginia
2021-04-01,234,207,27,0.0,0.0,0.0,0.0,254,230,22,0.0,0.0,0.0,2.0,West Virginia
2021-05-01,568,481,77,3.0,0.0,1.0,6.0,295,261,30,2.0,0.0,0.0,2.0,West Virginia
2021-06-01,450,401,42,5.0,0.0,0.0,2.0,288,256,26,2.0,0.0,0.0,4.0,West Virginia
2021-07-01,271,251,19,0.0,0.0,0.0,1.0,347,308,36,0.0,1.0,0.0,2.0,West Virginia
2021-08-01,275,239,30,3.0,0.0,0.0,3.0,363,320,38,3.0,0.0,0.0,2.0,West Virginia
2021-09-01,107,84,22,0.0,1.0,0.0,0.0,358,302,49,1.0,0.0,1.0,5.0,West Virginia
2021-10-01,292,250,35,2.0,2.0,0.0,3.0,335,289,39,2.0,1.0,1.0,3.0,West Virginia
2021-11-01,299,256,36,3.0,2.0,0.0,2.0,361,306,46,4.0,0.0,1.0,4.0,West Virginia
2021-12-01,204,185,15,2.0,0.0,0.0,2.0,322,286,32,2.0,0.0,1.0,1.0,West Virginia
2022-01-01,142,117,24,1.0,0.0,0.0,0.0,322,288,27,3.0,1.0,0.0,3.0,West Virginia
2022-02-01,63,55,8,0.0,0.0,0.0,0.0,305,271,30,2.0,0.0,0.0,2.0,West Virginia
2022-03-01,528,448,71,1.0,3.0,0.0,5.0,357,311,37,5.0,0.0,0.0,4.0,West Virginia
2022-04-01,303,259,39,3.0,0.0,0.0,2.0,325,286,35,1.0,1.0,0.0,2.0,West Virginia
2022-05-01,278,248,27,2.0,0.0,0.0,1.0,299,258,37,1.0,0.0,0.0,3.0,West Virginia
2022-06-01,245,213,28,2.0,0.0,0.0,2.0,373,327,43,1.0,1.0,0.0,1.0,West Virginia
2016-01-01,216,139,12,42.0,17.0,4.0,2.0,368,252,32,60.0,14.0,7.0,3.0,Utah
2016-02-01,307,204,21,60.0,16.0,5.0,1.0,267,187,10,48.0,16.0,5.0,1.0,Utah
2016-03-01,308,206,14,64.0,8.0,9.0,7.0,319,206,18,64.0,20.0,11.0,0.0,Utah
2016-04-01,243,155,15,57.0,13.0,3.0,0.0,308,225,11,50.0,10.0,11.0,1.0,Utah
2016-05-01,243,171,17,40.0,11.0,4.0,0.0,328,214,23,63.0,18.0,7.0,3.0,Utah
2016-06-01,286,189,22,46.0,19.0,9.0,1.0,292,202,20,44.0,18.0,7.0,1.0,Utah
2016-07-01,266,190,17,39.0,16.0,3.0,1.0,267,176,19,44.0,18.0,10.0,0.0,Utah
2016-08-01,314,206,20,56.0,18.0,12.0,2.0,346,246,15,63.0,15.0,5.0,2.0,Utah
2016-09-01,316,198,20,60.0,23.0,12.0,3.0,284,188,25,52.0,13.0,5.0,1.0,Utah
2016-10-01,279,185,21,45.0,21.0,6.0,1.0,267,179,14,52.0,14.0,8.0,0.0,Utah
2016-11-01,255,179,17,37.0,11.0,9.0,2.0,325,244,19,35.0,17.0,10.0,0.0,Utah
2016-12-01,274,175,20,49.0,17.0,10.0,3.0,256,175,14,44.0,11.0,9.0,3.0,Utah
2017-01-01,297,197,19,51.0,16.0,13.0,1.0,344,223,16,69.0,27.0,7.0,2.0,Utah
2017-02-01,288,197,16,57.0,9.0,7.0,2.0,315,211,19,54.0,22.0,6.0,3.0,Utah
2017-03-01,410,259,25,80.0,32.0,14.0,0.0,251,156,18,52.0,16.0,9.0,0.0,Utah
2017-04-01,285,189,15,59.0,21.0,0.0,1.0,283,196,20,45.0,11.0,8.0,3.0,Utah
2017-05-01,331,217,21,64.0,23.0,5.0,1.0,353,241,29,59.0,15.0,7.0,2.0,Utah
2017-06-01,364,252,18,65.0,16.0,10.0,3.0,302,194,23,62.0,15.0,8.0,0.0,Utah
2017-07-01,296,197,32,50.0,12.0,4.0,1.0,295,199,18,48.0,23.0,6.0,1.0,Utah
2017-08-01,321,214,19,55.0,18.0,12.0,3.0,338,236,24,51.0,10.0,14.0,3.0,Utah
2017-09-01,335,215,28,61.0,21.0,4.0,6.0,303,221,14,52.0,9.0,7.0,0.0,Utah
2017-10-01,289,194,21,42.0,20.0,8.0,4.0,372,248,28,60.0,27.0,6.0,3.0,Utah
2017-11-01,344,242,24,57.0,11.0,7.0,3.0,263,176,12,57.0,13.0,4.0,1.0,Utah
2017-12-01,309,198,18,69.0,18.0,6.0,0.0,205,145,14,28.0,13.0,5.0,0.0,Utah
2018-01-01,311,204,28,48.0,20.0,10.0,1.0,354,245,16,64.0,16.0,12.0,1.0,Utah
2018-02-01,306,201,13,65.0,15.0,8.0,4.0,291,202,21,48.0,14.0,5.0,1.0,Utah
2018-03-01,330,214,17,67.0,23.0,9.0,0.0,293,202,21,51.0,8.0,9.0,2.0,Utah
2018-04-01,299,192,23,58.0,11.0,10.0,5.0,286,194,24,48.0,15.0,4.0,1.0,Utah
2018-05-01,321,219,22,53.0,11.0,13.0,3.0,353,241,25,56.0,22.0,7.0,2.0,Utah
2018-06-01,328,215,20,64.0,18.0,8.0,3.0,272,177,20,48.0,11.0,10.0,6.0,Utah
2018-07-01,300,195,24,58.0,16.0,5.0,2.0,302,201,19,56.0,19.0,5.0,2.0,Utah
2018-08-01,391,267,22,73.0,22.0,7.0,0.0,260,168,23,42.0,9.0,17.0,1.0,Utah
2018-09-01,257,179,22,36.0,11.0,8.0,1.0,277,175,26,47.0,19.0,6.0,4.0,Utah
2018-10-01,317,209,19,58.0,20.0,11.0,0.0,316,203,23,62.0,16.0,10.0,2.0,Utah
2018-11-01,300,180,25,62.0,26.0,5.0,2.0,288,182,25,55.0,16.0,8.0,2.0,Utah
2018-12-01,286,187,24,48.0,11.0,10.0,6.0,226,148,11,48.0,12.0,6.0,1.0,Utah
2019-01-01,342,202,22,76.0,17.0,9.0,16.0,331,232,20,49.0,18.0,12.0,0.0,Utah
2019-02-01,293,177,18,65.0,13.0,11.0,9.0,288,194,11,60.0,18.0,4.0,1.0,Utah
2019-03-01,385,249,24,66.0,22.0,13.0,11.0,304,207,21,50.0,16.0,6.0,4.0,Utah
2019-04-01,344,227,27,52.0,19.0,11.0,8.0,363,227,23,83.0,16.0,12.0,2.0,Utah
2019-05-01,360,222,24,68.0,25.0,6.0,15.0,358,246,10,75.0,17.0,7.0,3.0,Utah
2019-06-01,336,219,21,52.0,26.0,8.0,10.0,347,225,23,57.0,30.0,8.0,4.0,Utah
2019-07-01,370,223,33,70.0,19.0,15.0,10.0,381,250,40,60.0,20.0,9.0,2.0,Utah
2019-08-01,376,232,29,67.0,26.0,11.0,11.0,297,181,27,67.0,10.0,11.0,1.0,Utah
2019-09-01,315,205,17,53.0,19.0,9.0,12.0,321,211,22,59.0,14.0,12.0,3.0,Utah
2019-10-01,344,203,30,62.0,20.0,9.0,20.0,356,230,25,60.0,29.0,9.0,3.0,Utah
2019-11-01,270,161,15,44.0,24.0,8.0,18.0,346,241,21,57.0,18.0,8.0,1.0,Utah
2019-12-01,322,203,28,45.0,20.0,11.0,15.0,348,228,19,69.0,12.0,15.0,5.0,Utah
2020-01-01,363,214,25,66.0,29.0,11.0,18.0,389,239,26,83.0,30.0,8.0,3.0,Utah
2020-02-01,301,199,14,53.0,19.0,7.0,9.0,361,243,19,64.0,21.0,11.0,3.0,Utah
2020-03-01,312,191,21,60.0,22.0,8.0,10.0,514,327,45,96.0,28.0,12.0,6.0,Utah
2020-04-01,182,108,10,34.0,13.0,7.0,10.0,538,329,44,109.0,30.0,18.0,8.0,Utah
2020-05-01,189,99,14,45.0,14.0,12.0,5.0,388,252,24,59.0,25.0,16.0,12.0,Utah
2020-06-01,200,123,25,28.0,14.0,6.0,4.0,381,244,22,68.0,30.0,10.0,7.0,Utah
2020-07-01,265,155,24,51.0,21.0,11.0,3.0,260,157,18,50.0,18.0,7.0,10.0,Utah
2020-08-01,217,131,20,42.0,15.0,7.0,2.0,203,125,15,38.0,12.0,6.0,7.0,Utah
2020-09-01,247,146,25,52.0,16.0,5.0,3.0,291,173,22,53.0,25.0,10.0,8.0,Utah
2020-10-01,249,161,16,43.0,18.0,8.0,3.0,249,147,18,49.0,18.0,7.0,10.0,Utah
2020-11-01,97,66,3,14.0,11.0,3.0,0.0,258,141,23,58.0,21.0,9.0,6.0,Utah
2020-12-01,324,203,28,63.0,17.0,8.0,5.0,338,218,24,53.0,20.0,17.0,6.0,Utah
2021-01-01,237,139,26,45.0,23.0,3.0,1.0,211,126,12,43.0,15.0,12.0,3.0,Utah
2021-02-01,292,186,26,53.0,17.0,6.0,4.0,222,127,17,40.0,22.0,8.0,8.0,Utah
2021-03-01,342,202,30,72.0,27.0,8.0,3.0,322,202,32,51.0,25.0,9.0,3.0,Utah
2021-04-01,278,177,19,55.0,19.0,6.0,2.0,216,123,15,45.0,23.0,2.0,8.0,Utah
2021-05-01,302,182,27,57.0,22.0,9.0,5.0,236,165,10,42.0,13.0,3.0,3.0,Utah
2021-06-01,369,219,28,65.0,28.0,16.0,13.0,268,162,22,54.0,22.0,4.0,4.0,Utah
2021-07-01,306,188,16,67.0,19.0,9.0,7.0,246,151,16,55.0,16.0,7.0,1.0,Utah
2021-08-01,271,157,20,46.0,27.0,11.0,10.0,334,222,25,43.0,32.0,9.0,3.0,Utah
2021-09-01,309,179,19,69.0,28.0,10.0,4.0,234,139,13,39.0,30.0,8.0,5.0,Utah
2021-10-01,311,181,26,66.0,18.0,11.0,9.0,268,170,18,45.0,17.0,8.0,10.0,Utah
2021-11-01,274,166,21,51.0,23.0,7.0,6.0,352,211,27,70.0,25.0,13.0,6.0,Utah
2021-12-01,331,191,24,71.0,24.0,7.0,14.0,253,138,24,59.0,22.0,7.0,3.0,Utah
2022-01-01,222,134,14,40.0,21.0,8.0,5.0,238,146,23,45.0,20.0,2.0,2.0,Utah
2022-02-01,265,150,29,46.0,21.0,12.0,7.0,298,184,22,59.0,17.0,9.0,7.0,Utah
2022-03-01,339,187,29,73.0,21.0,16.0,13.0,347,203,27,70.0,25.0,12.0,10.0,Utah
2022-04-01,310,180,18,55.0,33.0,6.0,18.0,329,199,27,71.0,14.0,9.0,9.0,Utah
2022-05-01,317,190,21,61.0,20.0,15.0,10.0,350,211,25,63.0,35.0,8.0,8.0,Utah
2022-06-01,321,189,21,69.0,23.0,9.0,10.0,353,209,26,71.0,27.0,10.0,10.0,Utah
2022-07-01,279,158,30,56.0,19.0,10.0,6.0,96,56,11,19.0,6.0,3.0,1.0,Utah
2016-10-01,5999,2371,1714,1887.0,0.0,0.0,27.0,5454,2105,1621,1705.0,0.0,0.0,23.0,Texas
2016-11-01,5030,1990,1432,1579.0,0.0,0.0,30.0,5594,2125,1620,1822.0,0.0,0.0,28.0,Texas
2016-12-01,5030,1989,1432,1579.0,0.0,0.0,29.0,5594,2125,1619,1822.0,0.0,0.0,27.0,Texas
2017-01-01,5218,2155,1427,1607.0,0.0,0.0,29.0,5550,2106,1676,1732.0,0.0,0.0,36.0,Texas
2017-02-01,6510,2474,1865,2131.0,0.0,0.0,40.0,6249,2420,1816,1975.0,0.0,0.0,38.0,Texas
2017-03-01,5485,2155,1508,1796.0,0.0,0.0,26.0,5582,2136,1622,1801.0,0.0,0.0,23.0,Texas
2017-04-01,5773,2232,1708,1808.0,0.0,0.0,25.0,6007,2325,1784,1862.0,0.0,0.0,36.0,Texas
2017-05-01,5853,2140,1637,2047.0,0.0,0.0,29.0,5805,2337,1609,1819.0,0.0,0.0,40.0,Texas
2017-06-01,5419,2160,1489,1734.0,0.0,0.0,36.0,5613,2191,1625,1764.0,0.0,0.0,33.0,Texas
2017-07-01,5120,2001,1435,1651.0,0.0,0.0,33.0,5538,2128,1644,1742.0,0.0,0.0,24.0,Texas
2017-08-01,5309,2101,1436,1745.0,0.0,0.0,27.0,5619,2168,1563,1858.0,0.0,0.0,30.0,Texas
2017-09-01,6872,2707,1918,2208.0,0.0,0.0,39.0,5769,2351,1593,1794.0,0.0,0.0,31.0,Texas
2017-10-01,5151,2032,1433,1655.0,0.0,0.0,31.0,5287,2083,1512,1653.0,0.0,0.0,39.0,Texas
2017-11-01,5197,2090,1355,1727.0,0.0,0.0,25.0,5318,2021,1534,1744.0,0.0,0.0,19.0,Texas
2017-12-01,5140,2068,1412,1633.0,0.0,0.0,27.0,6021,2333,1704,1947.0,0.0,0.0,37.0,Texas
2018-01-01,5301,2103,1441,1726.0,0.0,0.0,31.0,5038,1919,1436,1652.0,0.0,0.0,31.0,Texas
2018-02-01,5836,2420,1594,1796.0,0.0,0.0,26.0,5807,2252,1596,1930.0,0.0,0.0,29.0,Texas
2018-03-01,5495,2202,1401,1863.0,0.0,0.0,29.0,5548,2189,1554,1774.0,0.0,0.0,31.0,Texas
2018-04-01,6092,2473,1603,1988.0,0.0,0.0,28.0,6091,2357,1775,1927.0,0.0,0.0,32.0,Texas
2018-05-01,5468,2121,1554,1768.0,0.0,0.0,25.0,5682,2262,1597,1796.0,0.0,0.0,27.0,Texas
2018-06-01,5793,2355,1621,1784.0,0.0,0.0,33.0,5758,2260,1637,1822.0,0.0,0.0,39.0,Texas
2018-07-01,5968,2443,1627,1864.0,0.0,0.0,34.0,6006,2391,1615,1971.0,0.0,0.0,29.0,Texas
2018-08-01,5200,2147,1433,1593.0,0.0,0.0,27.0,5110,2074,1403,1605.0,0.0,0.0,28.0,Texas
